Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills
42;Dozentin oder Dozent für Data Engineering;Berner Fachhochschule BFH;Biel;Methoden, Technologien und Anwendungen im Bereich Data Engineering und KI in unseren Bachelor-Studiengängen, insbesondere im BSc Data Engineering (bfh.ch/data-engineering), mit Fokus auf die Praxis unterrichten | Studierende bei Projektarbeiten sowie Thesen auf Stufe Bachelor und Master betreuen | Spezialisierte Fachthemen in Weiterbildungsangebote einbringen | Angewandte Forschungsprojekte im eigenen Themenbereich akquirieren und betreuen | Erfahrung und Schaffenskraft in unser technikbegeistertes Kollegium und das grosse Netzwerk der Berner Fachhochschule einbringen | Mit uns und unseren Studierenden die Zukunft gestalten – durch die Entwicklung und aktive Nutzung der Informationstechnologien von morgen!;"Hochschulabschluss (mindestens Master oder vergleichbare Qualifikation; Doktorat erwünscht) in Datenwissenschaften, Informatik, Wirtschaftsinformatik oder einem verwandten Fachgebiet | Mindestens 5 Jahre einschlägige, praktische Erfahrung in Data Engineering, Entwicklung und Betrieb von Daten- und Applikationsplattformen, Datenarchitektur, Maschinellem Lernen oder KI | Freude und Geschick bei der Vermittlung anspruchsvoller Lehrinhalte | Ausgewiesene Erfahrung im Projektmanagement und Freude an der Zusammenarbeit im Team | Interesse an angewandter Forschung, gute kommunikative Fähigkeiten sowie Erfahrung in der Projektakquisition | Sehr gute Englisch- oder Deutschkenntnisse (mind. C1) – beides sind Unterrichtssprachen. Französische Sprachkenntnisse sind von Vorteil."
43;PhD position in technology and innovation management;Etat de Fribourg;Fribourg;As a PHD student, you are required to be accepted into and enrolled in the Doctoral Program at the Faculty of Management, Economics, and Social Sciences at the University of Fribourg. Accordingly, 50% of your time will be dedicated to completing your doctoral studies and thesis. In writing your thesis, you will be coached by your supervisor Prof. Dr. Stephan Nüesch. | As a member of the iimt team, you will mentor both Master and executive education students. Your responsibilities will include (co-)teaching in lectures, guiding students through their Master's, EMBA, or CAS thesis, and contributing to an exceptional learning environment by assisting with administrative tasks. | A master's degree in business administration (e.g., management, innovation management, HRM, technology management, finance, controlling). Candidates are welcome to apply early, which may even be several months prior to their graduation | A passion for teaching and research | Fluent in English and proficient in French and/or German, with good passive comprehension of the other language | An interest in one of the following areas: Digital business models, open innovation and crowdsourcing, top management teams and digital innovation, technology management, strategic human resource management | Expertise in empirical research methods is desirable;no skills found on this job ad
44;Contractor - IT System Engineer;Humanis AG;Deutschschweiz;Operate and enhance an in-house collaboration platform | Build and maintain CI/CD pipelines for automated software delivery | Manage on-premises systems and Kubernetes clusters securely and efficiently | Automate infrastructure provisioning using IaC (Ansible/Terraform) | Implement monitoring, logging, and alerting (ELK, Prometheus, Grafana) | Integrate and optimize real-time data streams with Apache Kafka | Support test automation and ensure system reliability (JUnit, Selenium, TestNG) | Maintain architecture compliance and present solutions to engineering teams | Manage agile workflows and documentation using Jira, Confluence, and GitLab | MSc or BSc in Computer Science, Engineering, or related field | At least 2–3 years of professional experience in a similar role (DevOps / System Engineering) | Strong expertise in CI/CD, Kubernetes, IaC, and Linux system administration | Experience in architecture-driven development and implementation reviews | Independent, structured, and communicative working style | Ability to explain complex technical topics in a clear and understandable way | Fluent in German (native) with good English skills | Willingness to commute or relocate to the Bern area | Exciting IT projects in a modern and innovative technical environment | Attractive employment conditions and remuneration. | Social benefits;no skills found on this job ad
45;Consultant - Forensic Technology and eDiscovery;EY (Ernst & Young AG);Zurich;"The rapidly growing Forensic department is currently seeking the right candidates for an excellent career opportunity in the Forensic Technology and eDiscovery team. | You will be responsible for providing critical support to our teams of investigators, clients, legal counsels and regulators in fact-finding activities. | Our methodology incorporates advanced data analysis technologies such as Generative AI (""GenAI""), natural language processing, machine learning, predictive coding, social network analysis and automation. You will receive training on our forensic technologies and the opportunity to contribute to innovation. | You will have a unique, career changing opportunity to play a key role in the growth and strategy of the team.";Working in engagement teams, carrying out both reactive and proactive data analysis of large volumes of unstructured and structured data. | Collaborating with clients, fraud investigators, internal and external auditors, lawyers and regulatory authorities in sensitive and sometimes adversarial situations. | Working in our dedicated Forensic Technology & eDiscovery lab and secure platform to help clients secure and uncover facts with the use of technology. | Innovating and developing new solutions to answer current and future needs of our clients. | Supporting the leadership team and the project manager on the operational level and acting as a role model and coach for more junior team members.
46;Wissenschaftliche:n Projektmitarbeiter:in Multimedia Production;Fachhochschule Graubünden;Chur;Bachelorstudium in Multimedia Production, Design, Medientechnik, Medienwissenschaft oder einer verwandten Studienrichtung | Erste Praxiserfahrungen oder besonderes Interesse in Live Communication, Social Media, Audio/Video | Kommunikative Persönlichkeit mit einem überzeugenden Auftreten | Organisatorisches Talent und Interesse an der Arbeit mit digitalen Medien | Freude an der Zusammenarbeit mit Studierenden | Gute Deutsch- und Englischkenntnisse in Wort und Schrift | Bereitschaft für Reisen an unsere anderen Studienstandorte;"Unserem dynamischen Teamspirit und unserer persönlichen Atmosphäre | Jährlich drei Wochen Zeitguthaben für die persönliche Weiterbildung | Unserer Unterstützung in der persönlichen Weiterentwicklung | Modernen Anstellungsbedingungen 
und vielen Sport- und Kulturangeboten"
47;Manager - Technology Consulting - Cyber Security (80-100%);EY (Ernst & Young AG);Zurich;Your focus will be on Cybersecurity consulting, information security, and risk assessment of processes, applications, systems, and IT infrastructures in banks and insurance companies | You will work on projects in hot topics in Cybersecurity such as cloud security, blockchain, DevOps, penetration testing, and security architecture | In addition, you will also take on tasks in the areas of IT risk assurance in terms of internal controls and risk and compliance management | Manage and execute complex Cybersecurity engagements | Contribute to go-to-market strategy and execution including identification of sales opportunities, and preparation of proposals for our financial services and insurance clients | Collaborate with cross-functional and cross-regional EY teams to create strong ties, to raise awareness of the Cybersecurity team's capabilities, and to seize cross-functional sales opportunities | Speak and participate in security conferences and professional meetings | As a member of an interdisciplinary team of specialists, you will support our customers in consulting projects in assessing and improving the effectiveness and quality in the field of Cybersecurity | Help our clients understand the Cyber threat landscape and assess the maturity of their Cybersecurity strategy;Degree (Bachelor's or Master's) in Business Information Technology, in a technical field (e.g. Computer Science) related to Cybersecurity topics, MAS in Information Security, or equivalent education | Relevant professional experience (at least 5 years) in Cybersecurity, information security and technical IT security assessments | Sound organizational and technical knowledge in the area of Cybersecurity including experience with relevant security standards and frameworks (e.g. ISO 27001:2013, NIST Cybersecurity Framework etc.) | A must: Passion for consulting and Cybersecurity topics and an in-depth experience in one or more Cybersecurity areas such as (but not limited to) security architecture, data protection, network security, or identity and access management | Experience in leadership, team mentoring, client, and project management | Ideally, relevant industry certifications (e.g. CISSP, CISM, CRISC, CISA, etc.) | A plus: Previous knowledge of the financial services sector | Qualities guaranteed to boost your career at EY: ability to work in a team, determination, commitment, a strong presence, an independent working style, and a quick grasp of new topics | Fluent in German and English
48;Data Analyst;netplus.ch SA;Sierre;Révéler l'invisible : Explorer, collecter et interpréter nos ensembles de données pour identifier des tendances et les opportunités de croissance, que vous traduirez en tableaux de bord décisionnels percutants. | Construire l'avenir de la donnée : Participer activement à la construction d'un environnement de données robuste, sécurisé et pérenne. | Anticiper pour mieux agir : Développer et maintenir des modèles statistiques et prédictifs pour formuler des recommandations. | Collaborer et communiquer : Travailler en étroite collaboration avec les équipes métiers pour comprendre leurs besoins.;Qualités Personnelles : Vous êtes reconnu(e) pour votre rigueur, votre curiosité et votre solide esprit d'analyse. Proactif(ve) et autonome, vous savez résoudre des problèmes complexes et proposer des solutions innovantes.
49;Expert–e en intelligence artificielle;Nicht offengelegter Arbeitgeber;Neuchâtel;D'intégrer une équipe dynamique, accueillante et bienveillante. | Un poste à responsabilités, varié et motivant, dans un cadre innovant. | Une organisation de travail flexible dans un environnement moderne et ouvert aux nouvelles idées.;no skills found on this job ad
50;Senior Software Engineer mit AI/ML Erfahrung;RUAG AG;Bern;Entwicklung und Pflege von Softwarelösungen zur Integration von ML-Modellen in Produkte und Plattformen | Design und Implementierung skalierbarer APIs und Services für ML-Modelle | Aufbau von Daten- und Modell-Pipelines mit Fokus auf Zuverlässigkeit, Sicherheit und Effizienz | Zusammenarbeit mit Data Scientists und ML-Engineers bei der Umsetzung von Modellen in produktive Systeme | Anwendung von Best Practices im Bereich Softwarequalität (Clean Code, Testing, CI/CD, Code Reviews) | Monitoring, Debugging und Optimierung bestehender ML-gestützter Anwendungen;Bachelor oder Master-Abschluss in Computer Science oder benachbartem Gebiet | Mehrjährige Erfahrung als Softwareentwickler z.B. in Python, Java oder C++ | Erfahrung mit Containerisierung und Orchestrierung (Docker, Kubernetes, OpenShift) | Teamorientierte Arbeitsweise mit Schwerpunkt auf Zusammenarbeit und Anpassungsfähigkeit | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift
51;Global Customer Engagement Solutions Lead;Bavarian Nordic Berna GmbH;Bern;Own and update the customer engagement platform roadmap | Own the business-side governance and integration readiness of the full engagement platform stack | Enable omnichannel customer engagement | Identify gaps and lead solution evaluations | Drive compliance, SOPs, and data flow alignment | Support users with onboarding, guidance, and feedback loops;"Bachelor's degree in Marketing, Digital Business, IT, or a related field (Master's or MBA is a plus) | 10+ years in customer engagement, MarTech, or digital operations | Hands-on experience leading MarTech in regulated industries (pharma/life sciences preferred) | Strong understanding of the customer engagement and MarTech ecosystem, including marketing automation, CDPs, consent management, tagging and analytics tools, CMS, social/paid media orchestration tools | Proven ability to turn business needs into scalable digital solutions | Fluent in English; additional languages a plus"
52;Wissenschaftliche*r Mitarbeiter*in oder Assistent*in Information Security und Privacy 50-100%;Hochschule Luzern;Rotkreuz;Mitarbeit in Dienstleistungs- und Entwicklungsprojekten im Bereich Information Security | Unterhalt und Weiterentwicklung des IT-Security Labors mit Betreuung von Studierenden | Mitbetreuung von studentischen Arbeiten in den Bereichen Information Security und Privacy | Organisation und Durchführung von Kursen, Weiterbildungsanlässen, Kongressen und Fachreferaten;Sie haben bereits oder sind im Studium zu einem Bachelor- oder Masterabschluss im Informatikbereich (Informatik, Wirtschaftsinformatik, Information & Cyber Security etc.) | Sie haben grosses Interesse an Themen der Informationssicherheit und des Datenschutzes | Sie sind dienstleistungsorientiert und schätzen den Umgang mit Studierenden, Dozierenden und Wirtschaftspartnern | Sie haben Freude, an der Weiterentwicklung unserer Dienstleistungs- und Weiterbildungsangebote mitzuwirken | Sie sind auch technisch versiert und haben Freude daran, aktuelle Technologien im Laborumfeld zu implementieren und verständlich zu machen | Sie sind zuverlässig, arbeiten selbstständig und genau | Ihre Muttersprache ist Deutsch und Sie verfügen über gute Englischkenntnisse
53;(Senior) Consultant - Technology Strategy & Transformation - Financial Services (80-100%);EY (Ernst & Young AG);Zurich;Understand clients' business needs to align IT strategies effectively. | Create live demos for relevant use cases and stay informed on emerging technologies (Cloud, Data Analytics, ML & AI, Process Mining, etc.), assess their market impact and relevance to clients' current and future business models. | Facilitate business transformation by leveraging technology and applying agile and waterfall methodologies. | Manage technology-driven projects, including resource allocation, activity planning, and work product oversight. | Assist in IT cost optimization initiatives to enhance financial efficiency. | Participate in assessment, design, and IT implementation projects, providing vital support. | Analyze data to derive insights and propose actionable strategies. | Communicate findings and deliverables clearly to clients and senior team members. | Work collaboratively in dynamic, cross-functional teams to achieve project goals.;"A passion for Information Technologies, Digital Innovation and Financial Services | A degree in Business Information Technology, Information Technology, Computer Science, Business Administration with a strong technology affinity, or equivalent | Fluency in German and English; French and Italian beneficial | First working experience in technology consulting or a technology delivery environment in Financial Services (Banking & Capital Markets, Wealth & Asset Management, or Insurance) | Strong analytical skills with an ability to structure and analyze problems in a systematic and organized way | The ability to break down and structure complex matters and communicate them effectively to senior stakeholders | An open-minded motivated personality willing to work in teams | An entrepreneurial mentality with the willingness to drive and own solutions | Can-do mindset, with a focus on high performance standards and ability to work in a focused and independent manner | Coding and prompt engineering capabilities"
54;Library & Research Support Specialist;Sommet Education;Bulle;Manage loans, interlibrary requests, and maintain study spaces | Provide technical support for library resources, including databases, research tools, and library software | Assist users in navigating the library's online catalogue and integrated library systems | Provide research assistance and training (UG, MSc, PhD) | Deliver inductions, workshops, and online support;Support faculty and PhD researchers with literature searches, citation tools, and research strategies | Collaborate with faculty to integrate information literacy into the curriculum and support course-specific research needs | Align resources with course assignments and projects | Prepare subject guides and bibliographies
55;Infirmier-ère évaluateur-trice RAI 50 %;Nicht offengelegter Arbeitgeber;1066 Epalinges;Bachelor of Science HES-SO en Soins infirmiers ou titre jugé équivalent (Reconnaissance Croix-Rouge pour les diplômes étrangers) | Expérience en soins à domicile, un atout | Bonne capacité d'adaptation aux changements | Aptitude à travailler de manière autonome et à faire face à des situations de crise | Entregent et aptitude pour l'encadrement du personnel auxiliaire | Flexibilité dans l'organisation du taux en fonction des remplacements nécessaires au sein de l'équipe | Bonne connaissances des outils informatiques usuels | Permis de conduire;Un travail varié, riche en contacts, faisant appel à des qualités humaines et techniques | Un accompagnement et encadrement personnalisé | Un travail dans une équipe pluridisciplinaire dynamique et motivée | De la formation continue encourageant le développement de compétences | Des conditions de travail selon la Convention Collective de Travail (CCT) dans le secteur sanitaire parapublic vaudois | Une politique salariale équitable homme-femme (FAIR-ON PAY)
56;Collaborateur scientifique HES (CDD 4 ans);Haute Ecole Arc;La Chaux-de-Fonds;"Concevoir, automatiser et valider des pipelines de préparation/traitement de fluides biologiques (robotique de manipulation de liquides, microfluidique, contrôle qualité, traçabilité ELN/SOPs). | Développer, optimiser et standardiser des protocoles automatisés de génération et maintenance d’organoïdes (stations de pipetage, robots collaboratifs, contrôleurs microfluidique). | Mettre au point des procédés de fonctionnalisation de surfaces (chimies de couplage, immobilisation biomoléculaire) compatibles avec des plateformes microphysiologiques. | Assurer le lien technique et la communication avec les partenaires académiques et industriels ; organiser les réunions, suivre les livrables et les jalons. | Contribuer à la gestion du projet : planification (Gantt), suivi des risques, budget et reporting technique/administratif. | Participer à la dissémination (rapports, présentations, publications) et au transfert (PI/brevets, interactions | QA/RA). | Encadrer des étudiants/techniciens et former aux bonnes pratiques EHS/qualité.";PhD en Life Sciences avec connaissances en ingénierie (p.ex. automation, microfluidique) ou PhD en Ingénierie Biomédicale avec une expertise en culture cellulaire (idéalement 3D), ou similaire. | Expérience dans le management de projet et transfert technologique. | Français parlé et écrit | Anglais parlé et écrit (langue officielle du projet) | Capacité d’adaptation, motivation, indépendance.
57;Project Leader 80 - 100 % (w/m/d);Hamilton Bonaduz AG;Bonaduz;Management & Verantwortung von Projekten (Multiprojektmanagement) unterschiedlicher Komplexität im kundenspezifischen Anlagenbau im Bereich Liquid Handling/Labor Automatisierung. | Führung von Projektteams in einer Matrixorganisation. | Planung und Koordination der Ressourcen für die Umsetzung der Projektaufgaben und -Verantwortlichkeiten. | Verantwortung für die Überwachung und Erreichung der Projektziele hinsichtlich Umfang, Kosten, Zeitplan und Qualität. | Vorbereitung und Erstellung der System-CE-Rezertifizieren und Dokumentation von Anlagen. | Koordination der Schnittstelle zwischen der internen & externen Projekt Stakeholder. | Unterstützung des Vertriebsteams in der Pre-Sales-Phase und bei der Anforderungserhebung | Erstellung von Aufwandsschätzungen und Angeboten.;Abgeschlossene technische oder naturwissenschaftliche Ausbildung/Studium oder abgeschlossene Lehre (technisch oder naturwissenschaftlich), sowie mindestens 5 Jahre Berufserfahrung. | Berufserfahrung im Umfeld von kundenspezifischem Engineering oder automatisierter Life-Science-Technologie ist von Vorteil. | Erfahrung im agilen Projektmanagement , oder die Bereitschaft, eine entsprechende Weiterbildung zu absolvieren (bsp. PMP, IPMA). | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift.
58;Lab Technician LC-MS 100% (f/m/d);Solvias AG;Kaiseraugst;Independently conduct routine analytical projects, including stability and release studies | Prepare samples and perform HPLC/UPLC-UV-MS analyses in compliance with GMP regulations | Accurately document all activities, ensure proper data archiving, and support laboratory maintenance and compliance tasks | Completed apprenticeship as Laboratory Technician, CTA, or BTA | Minimum of 3 years' experience in a GMP-regulated environment | Hands-on experience with biological samples is a plus | Practical knowledge of liquid chromatography (HPLC/UPLC), experience with mass spectrometry is an advantage | Familiarity with Chromeleon software is beneficial | Strong communication skills in English, written and spoken | Comprehensive onboarding to ensure a smooth start | Flexible working models with a 40-hour workweek and at least 28.5 vacation days annually | Diverse opportunities for professional development and career growth | Attractive pension plans and commuter subsidies for public transport users | Generous family benefits, including above-average child allowances and voluntary family support | Access to discounts via a voucher platform and subsidized Reka-Checks | An excellent on-site cafeteria;no skills found on this job ad
59;Assistant-e HES (CDD 3 ans);Haute Ecole Arc;La Chaux-de-Fonds;no tasks found on this job ad;no skills found on this job ad
60;Qualifizierungsingenieur im Bereich Drug Substance;ITech Consult AG;Zug;no tasks found on this job ad;no skills found on this job ad
61;Technicien en automation;Nicht offengelegter Arbeitgeber;Region Vaud-la-Côte;Dépannage sur toutes les lignes de production. | Maintenance préventive des équipements. | Responsabilités des équipements de production (amélioration de l'efficacité, mise en place de plans de maintenance, création d'instructions de maintenance, formation...) | Support maintenance. | Automation et métrologie (diagnostic, étalonnage, maintenance de niveau 2, support au reste du personnel de l'équipe maintenance...);Diplôme en maintenance confirmé par une expérience de minimum 5 ans minimum dans le domaine de l'automation. | Des connaissances approfondies en automation sont indispensables, de même que de bases en électricité et en informatique. | Des connaissances de base en système de vision ou en robotique serait un plus. | Connaissance de l'anglais technique requise.
62;Maître d'enseignement HES;Etat de Fribourg;1700 Fribourg;Enseigner au sein de l'année pré-HES (maturité spécialisée - modules complémentaires) ou au programme Bachelor, dans son champ d'expertise | Réaliser des prestations de services ou de la formation continue | Effectuer des activités de gestion et d'organisation dans les domaines pédagogiques et administratifs liés à la fonction | Master en sciences infirmières ou formation jugée équivalente | Formation pédagogique et/ou expérience dans le champ de l'enseignement | Expérience professionnelle et expertise dans le domaine des soins de longue durée (personnes âgés, maladie chronique, réadaptation ...) et/ou expertise dans le domaine de la santé mentale | Faire preuve d'une bonne capacité d'organisation, de flexibilité, d'anticipation et de collaboration | Maîtrise de la langue française ou allemande avec de très bonnes connaissances de l'autre langue;no skills found on this job ad
63;Intern (6 Months) Control System Testbench Development 80 - 100 % (f/m/d);Hamilton Medical AG;Domat/Ems;Analyzing, improving, and validating aspects of control techniques based on clinical data | Improve the capabilities of our testbenches by adding new patient model scenarios derived from clinical data | Designing, programming, and running automated test protocols | MATLAB and Simulink programming;Experience in MATLAB programming | Good problem-solving skills | Fluent in German and/or English | Experience in Simulink is an advantage | Experience in control systems is an advantage
64;Inside Sales Support Representative – f/m/d – 80-100% - Bremgarten;Milian SA;Vernier;Service: Koordination der Serviceeinsätzen, Berechnung von Offerten, | LPP: Berechnung von Kundenofferten, Unterstützung bei der Projektplanung, Administrative Tätigkeiten | Verkauf: Prozess der Anpassung von Kundenpreislisten, Bearbeitung wissenschaftliche Kundenanfragen, Kundenmailings, Nachverfolgung von Offerten | Marketing: Planung und Koordination von Ausstellungen, allgemeine Unterstützung von Marketingprojekten, & aktivitäten;no skills found on this job ad
65;Data & Analytics Engineer (Jr/Mid-Level) (f|m|d) | 100% | Zurich - Hybrid Work;SMG Swiss Marketplace Group;Zürich;Design, build, and maintain scalable data pipelines (ETL/ELT) and transformation workflows | Provide accurate and timely metrics, dashboards, and reports to meet group-level needs | Develop data applications and visualisations that enable stakeholders to access and act on insights | Support data governance and compliance processes to ensure consistent, accurate, and trustworthy data | Partner with business teams to translate requirements into impactful data products that drive operational excellence.;80% Backend - pipelines, transformations, data apps | 20% Frontend - dashboards, visualisations
66;Cell Culture Technician;ADM International Sàrl;Rolle;Develop and optimize advanced cell culture techniques, including work with primary cells, stem cells, organoids, and organ-on-a-chip systems. | Conduct co-culture experiments involving mammalian cells and bacteria. | Reporting results, proposing technical solutions, and participating in data analysis. | Monitor and maintain laboratory equipment to ensure proper functioning and calibration. | Organize and optimize lab workflows to ensure compliance with health and safety regulations within the facility. | Contribute to daily facility operations such as waste and consumable stock management. | Contribute to resolve building issues, including maintenance requests and coordination with facility services. | Work within SOPs and technical documentation applicable in BLS2 labs and in the company.;Laboratory Technician Diploma or Bachelor’s degree in cellular biology or related fields. | Over 3 years of work experience with strong focus on mammalian cell culture, ideally with primary cells and organoids, along with a solid understanding of cellular and molecular biology techniques | Hands-on experience with bacteria is desirable but not mandatory, providing an added advantage for interdisciplinary research. | Proven significant experience in facility management, including organizing waste disposal, monitoring and maintaining equipment, and managing consumables stock. | Proactive communication and a strong willingness to embrace new challenges and expand technical expertise. | Strong scientific rigor with a dedicated focus on experimental reproducibility and data integrity. | Strong documentation skills and ability to effectively communicate with colleagues. | Excellent interpersonal skills and ability to work with others both as part of a local team and in a global context.
67;UAS Professor of Bioprocess Engineering (automation and digitalization) (80-100%);Haute Ecole d'Ingénierie;Sion;Contribute to teaching in our Life Sciences Engineering degree programs | Establish and develop an externally funded research program | Establish and maintain a network with industry professionals for the benefit of the Bachelor and Master degree programs and research;A PhD in chemical engineering, biotechnology, or related fields with a strong background on process modelling and optimization | Proven expertise in software engineering and data analysis, with a demonstrated history of successfully applying machine learning techniques | Knowledge of USP/DSP with interest and ability to work on either field | Industrial experience in a relevant field is an asset | Demonstrated R&D project management experience | Excellent communication, interpersonal skills and ability to work in a team | Fluent in English with proficiency in French, knowledge of German is a welcome addition
68;Wissenschaftliche:r Mitarbeiter:in 60%;Hochschule Luzern;Luzern;Mitarbeit bei der Konzeption, Planung und Durchführung wissenschaftlicher Projekte | Unterstützung bei der Erstellung von Forschungsberichten, Publikationen und wissenschaftlichen Präsentationen | Mitwirkung bei der Koordination und Kommunikation mit internen sowie externen Projektpartnern | Beteiligung an der administrativen Abwicklung und Dokumentation von Forschungs- und Drittmittelprojekten | Einsitz als Prüfungsbeisitz und evtl. Lehrtätig im Bachelor Soziale Arbeit;Master-Abschluss in Sozialer Arbeit, Erziehungswissenschaft, Sozial- oder Sonderpädagogik, Sozialwissenschaften oder Psychologie | gute Kenntnisse in qualitativer oder quantitativer Sozialforschung | Freude am Verfassen von Forschungsberichten und Berichterstattungen | stilsicheres Deutsch, gute Englischkenntnisse, Französischkenntnisse sind von Vorteil | organisatorisches Geschick | effiziente, strukturierte und selbständige Arbeitsweise | erste Erfahrungen als wissenschaftliche:r Mitarbeiter:in resp. Assistent:in sind von Vorteil
69;QA FDA Compliance;Nicht offengelegter Arbeitgeber;Vaud;Lead FDA compliance activities with selected team members. | Monitor progress and ensure timely completion of remediation actions identified during the FDA assessment. | Escalate risks or issues related to the remediation plan to relevant stakeholders. | Provide coaching and support to all project participants. | Develop and update documentation (procedures, work instructions, risk assessments) related to the FDA project. | Partner with SOP owners and Inspection Readiness SMEs to assess training needs for new or revised SOPs. | Conduct Gemba walks to identify and address potential compliance gaps. | Organize and coordinate targeted training sessions as needed. | Support governance and logistics for mock inspections and FDA audits (e.g., backroom setup, SME support). | Provide guidance on data integrity (DI) events and deviations. | Ensure robust auditing processes and inspection readiness.;University degree in Engineering, Pharmaceutical Technology, Chemistry, Pharmacy, or a related scientific field. | Minimum 10 years of experience in the pharmaceutical industry, specifically in Quality Assurance with exposure to production operations. | Proven experience in project management and cross-functional team leadership. | Previous experience in people management (direct or indirect). | Experience in highly regulated environments, including FDA inspections (GMP, PAI). | Fluent in French and English. | Strong knowledge of GMP and regulatory expectations. | Experience in GxP auditing (internal/external). | Ability to influence key decision-makers and drive change. | Excellent communication and interpersonal skills.
70;Head of Quality & Regulatory Affairs – Lab Automation (m/w/d);De Bord International;Ostschweiz;Strategische Führung der Bereiche Quality Assurance, Regulatory Affairs sowie Verification & Validation innerhalb der Business Unit Robotics. | Entwicklung einer vorausschauenden Compliance- und Regulatory-Strategie für europäische und asiatische Märkte (IVDR, Maschinenrichtlinie, GxP). | Aufbau und Weiterentwicklung eines leistungsfähigen Teams. | Schulung interner Stakeholder in regulatorischen Themen und Förderung einer gelebten Qualitätskultur im Unternehmen. | Enge Zusammenarbeit mit R&D, Produktmanagement, Marketing, Customer Support sowie mit internationalen QA/RA-Teams. | Verantwortung für interne Audits, das Risikomanagement sowie die Einhaltung aller relevanten Normen und Vorschriften. | PRRC-Verantwortung für die Region EMEA. | Budget- und Ressourcenverantwortung für den Bereich QA/RA.;"Abgeschlossenes Studium in Naturwissenschaften, Technik oder Ingenieurwesen; idealerweise ergänzt durch eine betriebswirtschaftliche Weiterbildung. | Mind. 10 Jahre Berufserfahrung, davon mehrere Jahre in leitender Funktion im Bereich QA/RA – bevorzugt im regulierten Umfeld (IVD, Medizintechnik, GxP). | Fundierte Kenntnisse relevanter Standards: ISO 13485, ISO 9001, FDA 21 CFR Part 11, IVDR, GAMP 5, GMP/GLP, Maschinenrichtlinie. | Erfahrung in Design Control, Risikoanalysen, V&V-Prozessen und Marktzulassungen (insb. EU & Asien). | Sehr gute Kenntnisse in modernen Qualitätsmanagementsystemen und -methoden. | Deutsch auf muttersprachlichem Niveau oder sehr gut; Englisch verhandlungssicher."
71;Backend Java Engineer (f/m/d) | 80-100% | Hybrid working model | Fribourg or Zurich Switzerland;SMG Swiss Marketplace Group;Fribourg;Collaborate in a cross-functional team to deliver valuable product increments | Write clean, tested, and maintainable code using industry best practices | Contribute to technical discussions and design decisions | Take ownership of system operations, monitoring, and performance in production | Continuously improve the platform for long-term stability and scalability | Mentor and support colleagues to help them grow in their careers | Fluency in English (spoken and written) | 4+ years of experience building backend systems in Java | 2+ years of experience with Spring Boot | Strong foundations in computer science (data structures, algorithms, mathematics) | Hands-on experience with distributed systems and messaging solutions | Practical knowledge of cloud services (ideally AWS) | Familiarity with automated testing (unit, integration) and CI/CD pipelines | Curiosity to learn and align with our business vision and priorities | 6 weeks of holidays (with the option to buy up to 10 additional days) | 40-hour work week | 18 weeks of maternity leave and 6 weeks of paternity leave (also applies to adoption) | Flexible working arrangements – we strongly value work-life balance | Access to mental health, well-being, and counselling platforms | Swiss transport system half-fare card and 1st-class travel between SMG sites in Switzerland;Experience with Domain-Driven Design (DDD) | Familiarity with Kubernetes and containers | Knowledge of Kafka and Elasticsearch
72;Wissenschaftliche*r Mitarbeiter*in (80 %);Fachhochschule Nordwestschweiz FHNW;Olten;Sie arbeiten mit in anwendungsorientierten Forschungsprojekten in den Themenfeldern Human Resources Management und Organisation mit speziellem Fokus auf Digitalisierung sowie Nachhaltigkeit | Sie transferieren Forschungsergebnisse in die Praxis und erstellen wissenschaftliche Publikationen | Sie unterstützen in der Akquise von Drittmitteln und Partnern | Sie unterstützen bei weiteren Projektarbeiten in der Weiterbildung/Lehre, sowie auf Ebene des Instituts (wie z.B. Studierendenbetreuung, Unterrichtsassistenz und Kommunikation);Masterabschluss (Uni/ETH/FH) in Management- oder Sozialwissenschaften, Betriebswirtschaftslehre oder Arbeits- und Organisationspsychologie | vertiefte Kenntnisse in einem der oben genannten Themenfelder, dokumentiert durch die akademische Abschlussarbeit oder erste Publikationen | sehr gute Kenntnisse in Methoden der Sozialforschung | Erfahrung in der Zusammenarbeit mit Praxispartnern wünschenswert | sicheres Englisch in Wort und Schrift
73;Gerätemonteure 100% (a);Nicht offengelegter Arbeitgeber;Zug;Montage, Inbetriebnahme und Prüfung von medizinischen Geräten und Baugruppen nach technischen Vorgaben | Durchführung von Funktionstests und Qualitätskontrollen | Dokumentation der Arbeitsschritte gemäss GMP-/ISO-Richtlinien | Zusammenarbeit mit Entwicklungs-, Produktions- und Qualitätsteams | Unterstützung bei kontinuierlichen Verbesserungsprozessen (Lean, 5S, Kaizen);Abgeschlossene technische Ausbildung (z. B. Polymechaniker, Automatiker, Elektroniker oder vergleichbar) | Erfahrung in der Montage von komplexen Geräten oder Systemen, idealerweise im medizintechnischen Umfeld | Gute Deutschkenntnisse in Wort und Schrift, Englischkenntnisse von Vorteil | Selbstständige, präzise und zuverlässige Arbeitsweise Teamfähigkeit und hohe Qualitätsorientierung
