Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills
94;Installateur électricien CFC - H/F;GI Group SA;1201 Genève;"Pose des compteurs dans les lieux publiques | Lecture des plans et schémas d'installations électriques ; | Veilliez sur les normes de securité | Assurer le bon fonctionnement des compteurs et bornes";"CFC Installateur Electricien ; | Expérience de 3 ans minimum ; | Tu es une personne autonome et rigoureuse."
95;Quality Assurance Manager 100% (m/f/d);Solvias AG;Kaiseraugst;"Ensure documentation supporting site quality processes is clear, compliant, and acceptable for use in a GMP testing environment | Drive deviations, non-conformities, OOS investigations to closure and ensure adherence to procedures; this includes but is not limited to ensuring effective root cause analysis has been conducted, collaborating with stakeholders on suitable corrective and preventive actions, and ensuring that conclusions are supported with adequate information and a clear rationale | Own and coordinate or act in approver capacity for change controls | Support GMP training for peers and stakeholder teams | Monitor and report on metrics and KPIs; collaborate with stakeholders to improve quality process efficiency and effectiveness | Support the Quality Assurance organization in the coordination of, preparation for, and follow up on internal and external audits and inspections | Bachelor in Life Sciences with 5+ years relevant experience in a quality-facing role (or equivalent combination of education and experience) | Experience working in GMP testing environment | Experience in processing quality events (i.e., deviations, laboratory non-conformities, OOS/OOT/OOE investigations, CAPAs, change controls) per applicable operating procedures | Experience supporting internal or external audits and health authority inspections | Working with QMS (e.g., MasterControl) and LIMS (e.g., Labware) IT systems | Have a developing subject matter expertise in one of the following areas of the QMS: controlled document management, GMP training program management, data integrity program management, audit/inspection management | Excellent organizational skills and ability to work and make decisions independently | Strong written and verbal communication skills | Fluency in English and willingness to learn German is required | Comprehensive onboarding to ensure a smooth start | Flexible working models with a 40-hour workweek and at least 28.5 vacation days annually | Diverse opportunities for professional development and career growth | Attractive pension plans and commuter subsidies for public transport users | Generous family benefits, including above-average child allowances and voluntary family support | Access to discounts via a voucher platform and subsidized Reka-Checks | An excellent on-site cafeteria";no skills found on this job ad
96;Ingénieur en Génie Thermique - Expert CECB - H/F;GI Group SA;1201 Genève;"Réaliser les audits énergétiques (CECB, CECB+, PEIK, etc.) ; | Effectuer les justificatifs énergétiques pour les autorisations de construire ; | Communiquer avec les maîtres d'ouvrages et les assister dans les projets de rénovations énergétiques ; | Développer et animer un réseau de partenaires, clients et prospects dans tout l'arc lémanique.";"Tu es ingénieur HES ou EPF en Génie Thermique ou Génie mécanique, ou titre jugé équivalent ; | Tu maîtrises les audits CECB+ et PEIK ; | Tu as au moins 5 ans d'expérience dans la réalisation d'audits énergétiques ; | Tu maîtrises le logiciel Lesosai; | Tu as une parfaite connaissance des règlementations et des lois énergétiques genevoises ; | Tu as déjà suivi des travaux d'exécution des projets d'assainissement énergétique ; | Tu es autonome, organisé, proactif, tu prends des responsabilités et tu es à l'aise avec les outils bureautique et la rédaction de rapports."
97;Senior Project Manager SAP S/4 Transition - PLM (m/f/d) (80-100%);Nicht offengelegter Arbeitgeber;Baden;Act as business representative of all impacted engineering teams and decide together with a strong business expert workstream team the future processes assigned to the PLM workstream | Define and secure with the workstream team the global template, striving for harmonized global PLM processes with product authority and master of reference for product data in Switzerland. Also considering the product data usage in Sourcing hubs in China and India and the global service network of Accelleron | Lead the business workstream PLM as part of the global S/4 Hana transition in a senior project manager role, supported by a cross-organizational team of subject matter experts | Ensure delivery of agreed vision, mission, targets, schedules, scope, quality, and budget. Represent the workstream in governance meetings and push for decisions | Closely collaborate with PLM IT Workstream Lead and project stakeholders. Strive for a balance between IT and business requirements | Establish and maintain an effective workstream organization and working mode, including planning, task allocation, and progress tracking | Facilitate alignment and pragmatic decision making with business workstream leads from other areas as well as with overall program management | Own the workstream’s risk and quality management, dependencies, and scope for the business area PLM;University degree in engineering, computer science or related field | IPMA Level B project management certification or equivalent
98;Sourcing Manager (m/f/d);ITech Consult AG;Risch;Ensure all procurement requests are executed in line with category guidance and in compliance with relevant policies, standards, guidelines, and operating procedures, including preferred supplier arrangements and contracting requirements | Execute procurement requests in line with category guidance and compliance requirements | Collaborate with Procurement and Business stakeholders to understand and execute relevant procurement processes | Apply appropriate methodologies, tools, and value levers for effective procurement | Work with Category Management teams to address end-user requirements and identify opportunities for aggregation and leverage | Ensure consistent value delivery through continuous improvement methodologies, operational efficiencies, and optimal supplier performance | Collaborate with legal and contracting functions for contracting activities, including preparation and review of master agreements, statements of work, and change orders | Understand end-user requirements as received directly or indirectly | Leverage applicable category guidance documents and procurement knowledge to determine the best method for driving value in meeting the request | Execute support requests, applying continuous improvement methodologies where possible | Ensure compliance with applicable policies, standards, and operating procedures to maintain the organization's right to operate | Communicate the status, progress, and outcomes of procurement activities | Support the creation and review of relevant purchasing documentation | Maintain information flows back to the Category Management teams;University degree in business, supply chain, or a related field | Minimum 3 years of procurement experience with knowledge of basic contracting, business enterprise systems, and spot buying (****) | Strong communication skills and proven ability to translate business requirements into procurement specifications with customer service in mind (****) | Proven experience in direct procurement of raw materials, APIs, packaging, and lab supplies. | Strong supplier management, negotiation, and contract management skills. | Knowledge of procurement processes and enterprise tools (e.g., SAP). | Familiarity with Life Science regulations (GMP, GDP, ISO 13485, FDA). | Excellent stakeholder management, analytical thinking, and communication skills. | Knowledge of business enterprise tools (SAP) (****) | Experience or demonstrated understanding of supporting cost reduction and value improvement programs | Strong team player
99;System Test Engineer 80-100% (all);GWF AG;Luzern;Develop and execute comprehensive system test plans to validate the functionality, performance, reliability, security and usability of our metering systems | Design and implement test cases and scenarios based on product requirements and specifications incl. preparation of devices and test equipment as well as creation of related test programs derived from relevant standards/norms | Conduct integration testing to ensure seamless interoperability between different components and systems | Collaborate with product development teams to identify and report bugs, ensuring prompt resolution and retesting | Document and maintain test procedures, results, and metrics to facilitate traceability and continuous improvement of the testing process | Develop tools for automated testing | Perform and analyze power measurements on low power batterie driven products | Perform environmental and reliability testing (HALT, ALT, MTTF) | Run accuracy and calibration measurement on state-of-the-art water test benches incl. its supervision (maintenance, service);BSc/MSc in Electronics/Electrical/Mechanical/Mechatronics Engineering, Computer Science or similar | Experience in system testing and validation | Proficiency in creating and executing test cases, test plans, and automated test scripts | Experience in Embedded systems | Eager to identify, take ownership of issues, and drive them to resolution | Excellent English proficiency with strong communication and collaboration skills | Ability to work effectively in a team environment and independently
100;Head of Platforms (80-100%);Schweizerische Tropen- und Public Health-Institut;Allschwil;"Shape and develop the department's strategic and thematic profile as central service platform for internal researchers covering two main areas of focus:
Knowledge hubs such as data analytics, data management, Research IT, bioinformatics, health social sciences and projects and grants support
Core facilities such as BSL 1, 2 and 3 lab infrastructure (including teaching lab), vector lab, central lab and animal facilities, imaging and sequencing and biobanks | Knowledge hubs such as data analytics, data management, Research IT, bioinformatics, health social sciences and projects and grants support | Core facilities such as BSL 1, 2 and 3 lab infrastructure (including teaching lab), vector lab, central lab and animal facilities, imaging and sequencing and biobanks | Set departmental goals, steer key initiatives and allocate resources to build a strong, purpose-driven service portfolio that supports research excellence across the institute | Advance scientific methodologies and drive innovation by integrating new technologies (e.g. AI, remote workflows), and continuously improving platform services | Oversee departmental operations and finances, monitor platform performance, and regularly evaluate the service portfolio based on strategic, economic, and ethical criteria in line with institutional policies | Implement and evolve governance structures for the Platforms department, ensuring alignment with Swiss TPH’s mission and the needs of its local, national, and international research activities | Collaborate closely with the Director, Executive Team, and other departments to support Swiss TPH’s pillars of research, education, and services; contribute to institutional working groups and strategic planning processes | Foster and maintain strategic partnerships with key national and international stakeholders, including University of Basel, funders, sponsors, academic institutions, industrial partners, multilateral organisations, and Swiss TPH partner institutions in countries outside of Switzerland; represent the department at scientific conferences and professional meetings";PhD or equivalent with strong subject-matter expertise in one or more areas of public or global health, life sciences, or a related discipline | At least 10 years of management experience, with a people-centered, inclusive leadership style and a strong ability to delegate and empower employees throughout their professional development, to promote transparent communication, and foster a culture of mutual trust and respect | Proven experience in leading and managing organizational change | A collaborative, strategic thinker with demonstrated success in strategic, operational and financial planning | Highly structured, independent and efficient work style, with goal-driven and solution-oriented decision-making skills, pragmatic and resilient under pressure | Excellent command of English (written and verbal), advanced German skills, French skills are an asset
101;IS APPLICATIONS O365 SOLUTIONS EXPERT;LEMO SA;Ecublens;Responsible for developing, managing, and supporting intranet solutions using SharePoint Online and O365 tools (Teams, PowerApps), with a focus on automation, digital asset management, and process optimization. Acts as the key contact for implementing solutions within the Microsoft Azure ecosystem (including Azure AI Foundry, Function Apps, Web Apps, DevOps) and integrates external systems (e.g., BI, project management, workflows) into the O365 environment.;Ensures secure, reliable platform administration aligned with ISO 27001 and Zero Trust principles, maintains governance, and monitors adoption through KPIs and user engagement. Stays proactive on Microsoft platform changes and new features, driving continuous improvement.
102;System Administrator-DevOps;CIM BANQUE SA;Genève;Responsible for the maintenance, configuration, and reliable operation of computer systems, network servers, and virtualization Install and upgrade computer components and software, manage virtual servers, and integrate automation processes | Troubleshoot hardware and software errors by running diagnostics, documenting problems and resolutions, prioritizing problems, and assessing impact of issues | Provide documentation and technical specifications to IT staff for planning and implementing new or upgrades of IT infrastructure | Perform or delegate regular backup operations and implement appropriate processes for data protection, disaster recovery, and failover procedures | Lead desktop and helpdesk support efforts, making sure all desktop applications, workstations, and related equipment problems are resolved in a timely manner with limited disruptions | Responsible for capacity, storage planning, and database performance;Master of Computer Science or equivalent3-5 years of database,network administration, or system administration experience | System administration and IT certifications in Linux, Microsoft, or other network related fields | Working knowledge of virtualization, VMWare, or equivalent | Strong knowledge of systems and networking software, hardware, and networking protocols | Experience with scripting and automation tools A proven track record of developing and implementing IT strategy and plans | Strong knowledge of implementing and effectively developing helpdesk and IT operations best practices, including expert knowledge of security, storage, data protection, and disaster recovery protocols | Knowledge of the core banking system APSYS is a big plus
103;Doktorand:in 80%;HfH (Hochschule für Heilpädagogik);Zürich;Mitarbeit bei Datenaufbereitung und -management | Koordination von Klassenerhebungen in der Sekundarstufe I mit studentischen Mitarbeiter:innen | Stichprobenpflege (Familien und Lehrpersonen) | Auswertungen, Datenanalysen und Publikationen im eigenen Forschungsbereich | Unterstützung bei Publikationen und Aktivitäten im Projektteam | Masterstudienabschluss in Erziehungswissenschaft, Psychologie, Sonderpädagogik oder einer verwandten Disziplin | Sehr gute Kenntnisse in der Planung, Erhebung und Auswertung von empirischen Studien | Sehr gute methodische Kenntnisse in der statistischen Auswertung. Erfahrung mit Längsschnittdaten und Mehrebenen-Analysen erwünscht | Erfahrung im Bereich Frühförderung, Bildungsforschung oder (sonder-)pädagogische Interventionen erwünscht | Hohe Eigenverantwortung und Freude an Teamarbeit sowie selbstständige und organisierte Arbeitsweise | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift | Offene und wertschätzende Unternehmens kultur | Flexible Jahres arbeitszeit | Gelebte Chancen gleichheit | Vielfältige Laufbahnoptionen für das Wissenschaftliche Personal | Grosszügige Weiterbildungs möglichkeiten | Betriebliches Gesundheits management;no skills found on this job ad
104;Chief Scientific Officer (CSO) 80-100%;Swiss Cancer Institute;Bern;Scientific & Strategic Leadership: Drive the overall scientific strategy & implementation, support study protocol development, ensure GCP and research quality, and serve as scientific spokesperson to authorities and partners. You will oversee planning and con-trol of finances, timelines, quality, and resources of the unit, ensuring successful project execution until transfer to Clinical Operations | Research & Innovation: Monitor global trends (e.g., immunotherapies, precision medi-cine, AI in oncology), initiate and support innovative research projects, and strengthen interdisciplinary collaboration. Contribute to efficiency of the organization in terms of speed and costs of trial development | Networking & Partnerships: Build and expand national and international research col-laborations (e.g., pharma and biotech partners, International research groups, National Partners and platforms). Represent the institute at leading oncology conferences (AS-CO, ESMO, ASH). Build strong relationships with research group leadership, core teams and contribute to the development of a strong research network across cancer types | Business Development: Develop new partnerships with industry and funding bodies, contribute to grant applications and fundraising, and translate complex research into impactful messages for stakeholders, policymakers, and the public | Executive Leadership: Lead the Clinical Science team (Senior Scientific Director, Head of Clinical Development, Medical Science Liaison), mentor scientific talent, and contribute actively to the Executive Board. Represent the Clinical Science team in key decision bodies in alignment with the CEO, the Senior Scientific Director and the COO | University degree in medicine (MD), natural or pharmaceutical sciences (PhD) or a related field (MD in Oncology or Habilitation/Professorship a strong plus) | Proven track record in oncology/hematology or related life sciences, with experience in Investigator Initiated Trials | Significant leadership and management experience (C-level/Executive Board, across multiple reporting levels) | Strong background in clinical research, translational science, and interdisciplinary col-laboration | Industry experience (Business Development, Clinical Operations, Medical Affairs) is an advantage | Strong strategic mindset, entrepreneurial attitude, and solution-oriented thinking. Excellent project management expertise | Very good skills in communication, representation and negotiating | Excellent written and oral communication skills in English and German or French (Italian a plus) | High resilience, integrity, and decision-making ability;no skills found on this job ad
105;Expert en brevets spécialisé dans l'horlogerie, la mécanique de précision ou la construction mécanique (h/f);Eidgenössisches Institut für Geistiges Eigentum;Bern;Examiner les demandes de brevet et effectuer les recherches nécessaires à cet effet | Faire des recherches en brevets et en technologies dans le cadre de l'offre de services commerciaux de l'IPI | Fournir, à l'oral comme à l'écrit, des informations relatives aux brevets dans le cadre de l'offre de services d'information de l'IPI | Participer à des formations internes et externes relatives à la propriété intellectuelle et plus particulièrement aux brevets | Échanger des connaissances à l'interne afin d'asseoir et d'élargir les compétences et le savoir en matière de brevets;Diplôme universitaire en sciences naturelles ou en ingénierie, de préférence dans le domaine de l'horlogerie, de la mécanique de précision ou du génie mécanique | Parfaite maîtrise du français (C1) et très bonnes connaissances de l'allemand et de l'anglais, à l'écrit comme à l'oral | Plusieurs années d'expérience professionnelle et/ou un doctorat constituent un atout | Des connaissances préalables en matière de brevets sont les bienvenues | Esprit pragmatique et orienté vers la recherche de solutions | Autonomie, fiabilité et précision | Bonne aptitude à hiérarchiser les tâches et à les accomplir dans les délais impartis en utilisant des outils numériques | Flexibilité et ouverture à la nouveauté
106;Sachbearbeiter Verkauf Innendienst und Export 100%, m/w;Nicht offengelegter Arbeitgeber;Bieler Seeland;Gesamten Auftragsabwicklung im Customer Service von der Kundenerfassung über die Auftragsabwicklung bis zum Transport | Erledigen der Transportabwicklung inkl. Zollpapiere unter Berücksichtigung der geltenden Vorschriften | Erstellen von Export- und Versanddokumente | Sicherstellung der Kundenzufriedenheit und der Qualität von internen Schnittstellen zu anderen Abteilungen | Unterstützung der Key Account Manager in administrativen Tätigkeiten | Enge Zusammenarbeit mit dem gesamten Sales Team;Kaufmännische Grundausbildung | Berufserfahrung in der Auftragsabwicklung und/oder im Export | Freude an internationaler Kundschaft | Sehr gute Deutschkenntnisse | Gute Englischkenntnisse | Dienstleistungsorientierte, selbstständige und strukturierte Arbeitsweise | Eigeninitiative und Durchsetzungsvermögen | Belastbare, flexible und teamorientierte Persönlichkeit mit Hands-on-Mentalität
107;Geschäftsleiter Fachcenter Detailhandel 100%, (m/w);Nicht offengelegter Arbeitgeber;Winterthur;Gesamtverantwortung für das Fachcenter | Umsatz-, Ergebnis- und Führungsverantwortung in einem KMU mit rund 15 Mitarbeitenden | Förderung, Mentoring und Unterstützung der Mitarbeitenden, um den Kundinnen und Kunden eine hervorragende Beratung zu bieten | Schaffen von positiven Kundenerlebnissen: Hohe Verkaufsbereitschaft, attraktive Warenpräsentation und wirkungsvolle Verkaufsförderung | Aktive Mitarbeit und/oder Leitung von strategischen übergeordneten Projekten.;Abgeschlossene Grund- und Weiterbildung im Detailhandel (z.B. Detailhandelsspezialist:in eidg. FA) oder Betriebswirtschaft | Mehrjährige Führungserfahrung in einem Handelsunternehmen – zwingend DIY | Hohe Eigenmotivation, das Unternehmen weiterzuentwickeln, mitzugestalten und Verantwortung zu übernehmen. | Leidenschaft, Menschen zu führen, zu befähigen und weiterzuentwickeln. | Inspiration und Motivation der Mitarbeitenden durch Ihre Persönlichkeit und Vorbildfunktion | Ausgeprägte Kundenorientierung, hohe Einsatz- und Dienstleistungsbereitschaft | Fokus auf die Erreichung der Unternehmensziele | Kommunikationsstark in Wort und Schrift | Sehr gute Deutschkenntnisse, Kenntnisse in einer zweiten Landessprache (z.B. Französisch oder Italienisch) von Vorteil
108;Leiter Produktion m/w, 100%;Nicht offengelegter Arbeitgeber;Mittelland;Fachliche und personelle Führung und Entwicklung des Produktionsteams von ca. 15 Mitarbeitenden (direkt und indirekt) | Kosten-, Qualitäts- und Lieferverantwortung sowie aktive Mitarbeit im kontinuierlichen Verbesserungsprozess | Fertigungstechnische Beratung intern und extern | SIBE/Arbeitssicherheit, Gesundheits- und Umweltschutz umsetzen | Planung und Koordination der Auftragsabwicklung inkl. Personaleinsatzplanung | Mithilfe bei technischen Abklärungen und Kalkulationen von Erstprojekten und Bemusterungen | Gestaltung und Optimierung der Arbeitsabläufe unter Einhaltung der gesetzlichen und betrieblichen Vorschriften | Koordinierung und enge Begleitung des Tagesgeschäfts | Enge Zusammenarbeit mit dem Verkauf und der Logistik;Abgeschlossene technische Grundausbildung mit einer entsprechenden Weiterbildung (idealerweise als Industriemeister) | Führungserfahrung in einem industriellen Produktionsumfeld mit hoher Sozialkompetenz | Erfahrung in Beschichtungstechniken im Bereich Kunststoff, Metall und Keramik | Sehr gute Deutschkenntnisse | Durchsetzungs-, kommunikationsstarke, strukturierte und lösungsorientierte Arbeitsweise | Belastbare Persönlichkeit mit einer lösungsorientierten Arbeitseinstellung | Sehr gute IT-Anwenderkenntnisse
109;HR-Manager mit Flair zur Digitalisierung m/w, 100%;Nicht offengelegter Arbeitgeber;Belp;Im Bewerbermanagement rekrutieren Sie von A bis Z auf allen Stufen | On- / Offboarding-Prozesse gehören ebenfalls zum Alltag sowie die Korrespondenz mit Ämtern, Behörden und Versicherungen | Im neuen und modernen Zeiterfassungssystem übernehmen Sie den Lead und sind zudem verantwortlich für das Absenzenmanagement | Ebenfalls unterstützen Sie im Bereich Payroll und Sozialversicherungen | Als spannende Abwechslung organisieren Sie allerlei Mitarbeiterevents und helfen im Bereich der Personalentwicklung aktiv bei der Umsetzung und Planung von Mitarbeiterschulungen mit | Sie unterstützen und beraten bei Mitarbeitergesprächen | Mitarbeit in verschiedenen Projekten, z.B. Digitalisierung;Kaufmännische Ausbildung mit Weiterbildung zur HR-Fachperson (Fachausweis), Bachelor oder Betriebswirtschafter HF oder vergleichbar | Praktische Erfahrung in ähnlichen Themen | Dynamische, aufgeschlossene Persönlichkeit und Team-Player Mentalität | Sehr gute Deutschkenntnisse | Sie haben Freude am operativen Geschäft und bringen eine selbständige, präzise und ergebnisorientierte Arbeitsweise mit | Flexible Arbeitszeiten | Vorteile bei Krankenkasse und Pensionskasse | 2 Tage Homeoffice möglich
110;Sensory & Product Experience Specialist;Nestlé Operational Services Worldwide SA;1350 Orbe;Drive consumer and sensory product insights through collaboration with project stakeholders. | Deliver insights to guide innovation and renovation projects. | Build category insights and expertise for strategic decision-making. | Provide consultancy on product preference programs and manage sensory studies. | Continuously improve research methods and support the implementation of new digital tools. | Build consumer and sensory product knowledge to influence strategy. | Support the execution of the 60/40 yearly plan in collaboration with the 60/40 Manager. | Collaborate with global NPTC Coffee teams to create a cohesive function;Background in Food Science, Psychology, or equivalent with emphasis on Consumer research and Sensory Science. | Strong experience in Consumer and Sensory Research, ideally in an international scope with coffee category knowledge as a strong plus | In-depth knowledge of statistics and ability to analyse Sensory and Consumer data. | Ability to work independently and handle multiple projects globally. | Strong interpersonal and teamwork skills with a consumer-centric mindset. | Excellent planning, organization, and project management abilities. | Experience with sensory digital tools implementation is a plus | Fluent in English and French.
111;Head of Laboratory for Advanced Materials Processing;EMPA;Thun;no tasks found on this job ad;no skills found on this job ad
112;PhD Student (a) – Thin Film Coatings for Quantum Applications;RhySearch;Buchs SG 1;Development and optimization of IBS processes for the deposition of optical and superconducting thin films for SNSPDs | Characterization of optical properties using room-temperature and cryogenic ellipsometry | Optical simulations with professional software (Lumerical) and evaluation of the results | Manufacturing and validating IBS-optimized dielectric stacks and superconducting films for SNSPDs | Collaborating with renowned research institutes (EPFL, etc.) and commercial project partners | Dissertation in collaboration with the Department of Applied Physics, University of Geneva;Master's degree in physics, materials science, electrical engineering, optics, nanotechnology, or related subjects | Experience with thin-film technologies is an advantage, ideally ion beam sputter technology | Strong interest in applied research in the fields of quantum optics, detector physics, and materials science | Experience in optical simulation (e.g., Lumerical, COMSOL) and thin film characterization is an advantage | Ability to work in a team, structured and independent working style, very good English skills, German an advantage
113;Research Analyst for Agricultural Commodities;Pala Investments Limited, St. Helier, Zweigniederlassung Zug;Zug;"Conduct fundamental research on agricultural commodities: analyze supply, inventory levels, cost curves and end‑use demand trends; | Develop and maintain supply/demand models, price forecasts and scenario analyses for key agricultural commodities; | Monitor and interpret macroeconomic, geopolitical, and industrial trends influencing soft commodities, and develop the macro outlook together with the research team; | Trade idea generation by recommending medium and longer term trade ideas on a 0-3 months and 3-6 months outlook in collaboration with trading teams; | Prepare and present regular research reports, dashboards, and briefings; | Support the fund marketing by preparing investment material and letters, meeting key investors and participating in industry events; and | Be a role model of accountability and teamwork for more junior members of the team.";"At least five years of experience in agriculture research, agriculture trading, or related roles (e.g. hedge fund, trading house, consultancy, agriculture company); | Deep understanding of agricultural commodities including primarily grains, softs, oilseeds and vegetable oils fundamentals, including supply chain dynamics, logistics, and regional nuances; | Proficiency in building supply/demand models with advanced skills in Microsoft Excel, including forecasting and data analysis functions; | Excellent analytical skills with a strong ability to distil complex data into concise, actionable insights; | Ability to prioritize in a fast moving, high pressure and constantly changing environment; | The ability to clearly and coherently document and present results, in both written and verbal form; | A team working attitude: Pala’s and Frontier’s culture is built on team work, deep trust and accountability. In this role, you will help set the benchmark for integrity and the highest standards of analytical quality; | High sense of quality and urgency; | Outstanding interpersonal skills; | Excellent business English; and | Preference will be given to candidates who are EU or Swiss citizens, due to regulatory and operational considerations."
114;Research Analyst for Base Metals;Pala Investments Limited, St. Helier, Zweigniederlassung Zug;Zug;"Conduct fundamental research on base metals markets: analyze mining production, smelting/refining capacity, inventory levels, cost curves and end‑use demand trends; | Develop and maintain supply/demand models, price forecasts and scenario analyses for key base metals; | Monitor and interpret macroeconomic, geopolitical, and industrial trends influencing base metals, and develop the macro outlook together with the research team; | Trade idea generation by recommending medium and longer term trade ideas on a 0-3 months and 3-6 months outlook in collaboration with trading teams; | Prepare and present regular research reports, dashboards, and briefings; | Support the fund marketing by preparing investment material and letters, meeting key investors and participating in industry events; and | Be a role model of accountability and teamwork for more junior members of the team.";"At least five years of experience in base metals research, commodities analysis or related roles (e.g. hedge fund, trading house, consultancy, mining company); | Deep understanding of copper, nickel, zinc, lead and tin fundamentals, including supply chain dynamics, logistics and regional nuances; | Proficiency in building supply/demand models with advanced skills in Microsoft Excel, including forecasting and data analysis functions; | Excellent analytical skills with a strong ability to distil complex data into concise, actionable insights; | Ability to prioritize in a fast moving, high pressure and constantly changing environment; | A thorough understanding of research techniques; | The ability to clearly and coherently document and present results, in both written and verbal form; | A team working attitude: Pala’s and Frontier’s culture is built on team work, deep trust and accountability. Your role will be key in setting the standard for integrity and quality of analysis; | High sense of quality and urgency; | Outstanding interpersonal skills; | Excellent business English; and | Preference will be given to candidates who are EU or Swiss citizens, due to regulatory and operational considerations."
115;Global Brand Manager;Teoxane SA;1203 Geneva;Develop and execute a comprehensive global, science based, brand strategy. | Define Brand positioning, value proposition and messaging that resonate with target audiences across markets. | Monitor industry and consumer trends, competitor's product lines and activities, consumption trends, and develop in-depth market expertise. | Recommend market studies to understand the behavior of our different B2B and B2C targets to identity market opportunities and trends. | Analyze internal sales performance and market data (panels/ad hoc studies) to identify business priorities. | Ensure the monitoring of activities and marketing plans across multiple markets, acting as a global point of contact to identify best practices and align with the overall strategy. | Collaborate with regional and local marketing teams to understand market specificities, needs and ensure alignment and effective implementation of global strategies. | Manage the alignment and the good execution of the Brand Process to maintain consistency across markets. | Monitor brand performance metrics. | Manage the product portfolio lifecycle. | Provide strategic recommendations for continuous improvement bases on data driven insights.;Develop and implement the annual marketing plan to drive brand awareness and achieve revenue objectives and increase market share for the range of injectable products. | Propose communication strategies and develop assets to promote products to our B2B and B2C targets. | Drive, create and develop promotional materials supporting marketing campaigns. Oversee the roll out of marketing campaigns and measure the ROI. | Manage, adapt, and update corporate communication materials (e.g., catalogs, brochures, print materials, and images). | Establish relationship with Key Opinion leaders and involve them in core marketing projects. | Plan and drive ad boards with KOLs to validate marketing concept, clinical approach and injection techniques. | Work closely with medical education department to ensure an alignment between marketing and medical education strategies. | Work closely with various departments (medical affairs, clinical, regulatory, sales, purchasing) and communication agencies. | Define and monitor the budget related to your projects.
116;Postdoctoral researcher in peri-urban energy planning and sufficiency;EMPA;Dübendorf;"Develop and apply optimization and simulation models to assess the role of renewable energy technologies in Sisslerfeld | Quantify and evaluate sufficiency measures (SMs), their suitability, and their potential to reduce energy demand and emissions in peri-urban areas | Integrate SMs with renewable local energy community and sustainable mobility planning to assess their contribution to accelerating climate neutrality | Translate research findings into policy and governance recommendations that enable the implementation of sufficiency measures across sectors (e.g., residential, business, industrial, and mobility), supporting climate neutrality and wellbeing | Develop transferable analytical frameworks and methods that can be applied to other periASTY partner cities and urban contexts | Collaborate within an interdisciplinary, international consortium, contributing to scientific publications, project deliverables, and stakeholder engagement activities | PhD in energy systems, sustainability science, engineering, socioeconomics (with a focus on energy), or a related field | Strong background in quantitative modeling and simulation, preferably with experience in energy system optimization (e.g., OSeMOSYS, TIMES, MESSAGE, or similar frameworks) | Good understanding of sufficiency concepts, socio-technical transitions, or sustainability policy, and enthusiasm for integrating social and ecological dimensions into energy research | Passion for and demonstrated interest in issues of equity, justice, and well-being, with the ability to connect technical solutions to societal, governance, and environmental outcomes | Experience working with interdisciplinary teams and stakeholders; openness to combining qualitative and quantitative methods | Excellent communication skills (spoken and written English) and the ability to contribute to scientific publications, project deliverables, and international collaboration";no skills found on this job ad
117;Internship Regenerative Orthopaedics (ID1841);AO Foundation;Davos Platz;Biofabrication and bioassembly technologies | Stimuli-responsive materials for tissue regeneration | In vitro multicellular modelling | MSc in Mech / Electric / Biomed Engineering, Biophysics, or related fields | Experience in cell imaging, and data analysis is highly desirable | Maker mindset, enthusiastic about building, prototyping, and experimenting with new tech developments | Preferred Starting Date: January - February 2026 | An interesting and varied job in an exciting and innovative organization | The opportunity to be part of a highly committed international team | Modern infrastructure | High degree of flexibility regarding working hours and location (depending on operational requirements) | Generous pagacke of social benefits, including supplementary vacation days and pension scheme contributions | Internal skills training opportunities and support for continued education;no skills found on this job ad
118;Wissenschaftliche: r Fachmitarbeiter: in Strategische Projekte Direktion Universitäre Medizin Zürich (UMZH);Universität Zürich;Zürich;Konzeptionelle Mitarbeit und Projektarbeit im Bereich Strategische Projekte und Koordinationsgremium UMZH | Begleitung und Vorbereitung von Ausschreibungen und Vergabeprozessen von Forschungsmitteln sowie Evaluationen von Forschungsgesuchen | Eigenständige Koordination der Zusammenarbeit mit Stiftungen | Verantwortung für das Bereichscontrolling Forschung und Nachwuchsförderung in Zusammenarbeit mit Finanzverantwortlichen der UMZH | Unterstützung der Geschäftsführerin des Koordinationsgremiums UMZH | Erstellung von Analysen und Berichten;Neben einem abgeschlossenen Hochschulstudium im Bereich Life Sciences (idealerweise mit Promotion) verfügen Sie über praktische Forschungskenntnisse und/oder berufliche Erfahrungen im Hochschulumfeld | Sie haben Erfahrung in der Zusammenarbeit in nationalen oder internationalen Forschungsprojekten auf operativer Ebene | Sie sind eine strukturierte, zuverlässige und dienstleistungsorientierte Persönlichkeit, die sowohl selbstständig als auch gerne im Team arbeitet | Sie schätzen den Austausch mit unterschiedlichen Interessens- und Fachgruppen und kommunizieren zielgruppengerecht | Sie verfügen über ausgeprägte analytische Fähigkeiten, hohe Zahlenaffinität und Prozessverständnis und arbeiten lösungsorientiert | Sie sind flexibel, offen für neue Aufgabenbereiche und übernehmen gerne organisatorische und administrative Aufgaben
