Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills;Job_Search_Term;text;Cluster;Cluster_Label
365;Cloud Operations Engineer (all genders), 80-100%;BSI Business Systems Integration AG;Zürich;Mit innovativen Cloud-Lösungen in- und externe Kunden glücklich machen | Sicherstellung des robusten, effizienten SaaS Betriebs gemäss SLA | Analyse und Behebung von Störungen | Unterhalts- und Wartungsarbeiten sowie Systemsicherungsmassnahmen | Planung und Durchführung aller regulären Tagesarbeiten und operationeller Prozesse | Pflegen der Dokumentationen | 2nd-Level-Support für in- und externe Kunden und Partner;Abgeschlossene Lehre, 2-3 Jahre Erfahrung in diesem Gebiet | Breite Kenntnisse in den Bereichen Netzwerk, Security, Virtualisierung, Container (Docker/Kubernetes) | Erfahrung mit Automatisierungstools (Ansible, Terraform) und Skriptsprachen (Bash, Python) | Fundiertes Linux Knowhow (Ubuntu/Debian, RedHat/CentOS) | Neugier, effizientes Arbeiten und unternehmerisches Denken | Sehr gute Deutsch- und Englischkenntnisse;Machine Learning Engineer;Mit innovativen Cloud-Lösungen in- und externe Kunden glücklich machen | Sicherstellung des robusten, effizienten SaaS Betriebs gemäss SLA | Analyse und Behebung von Störungen | Unterhalts- und Wartungsarbeiten sowie Systemsicherungsmassnahmen | Planung und Durchführung aller regulären Tagesarbeiten und operationeller Prozesse | Pflegen der Dokumentationen | 2nd-Level-Support für in- und externe Kunden und Partner Abgeschlossene Lehre, 2-3 Jahre Erfahrung in diesem Gebiet | Breite Kenntnisse in den Bereichen Netzwerk, Security, Virtualisierung, Container (Docker/Kubernetes) | Erfahrung mit Automatisierungstools (Ansible, Terraform) und Skriptsprachen (Bash, Python) | Fundiertes Linux Knowhow (Ubuntu/Debian, RedHat/CentOS) | Neugier, effizientes Arbeiten und unternehmerisches Denken | Sehr gute Deutsch- und Englischkenntnisse;2;Data Engineering / Architecture
366;Application Engineer (f/m/d);Endress+Hauser;Reinach;Nettoumsatz von annähernd 3,7 Milliarden Euro - ein starker Partner | Fast 17.000 Mitarbeiter weltweit - ein zuverlässiger Arbeitgeber | Wir übernehmen soziale und ökologische Verantwortung - ein nachhaltiger Partner | Kontinuierliche jährliche Investitionen von über 260 Millionen Euro - zukunftsorientiert | Über 8.900 Patente und Patentanmeldungen - innovativ und kreativ | Sie beraten unsere weltweiten Vertriebsstandorte kompetent in allen technischen Fragen zu unserer gesamten Produktpalette. | Sie unterstützen die Serviceabteilungen unserer Vertriebsgesellschaften über das Case Management Tool, telefonisch oder direkt vor Ort. | Sie übernehmen bei Bedarf kurzfristige und spannende Serviceeinsätze rund um den Globus. | Sie wirken aktiv an der Erstellung und Aktualisierung unserer Produkthandbücher mit. | Sie liefern wertvolles Feedback an Entwicklung und Marketing, um unsere Produkte kontinuierlich zu optimieren. | Sie arbeiten eng mit internen und externen Partnern zusammen, um technische Herausforderungen effizient zu lösen.;Sie bringen einen Abschluss als Ingenieur*in oder Techniker*in Verfahrenstechnik, Maschinenbau, Mess- und Regeltechnik oder Elektrotechnik mit - oder verfügen über eine vergleichbare Qualifikation. | Sie verfügen über fundierte Berufspraxis und Felderfahrung in der industriellen Messtechnik, idealerweise in verfahrenstechnischen Anlagen. | Sie beherrschen Deutsch stilsicher in Wort und Schrift und kommunizieren ebenso souverän auf Englisch. | Sie arbeiten zuverlässig, selbständig und flexibel - und behalten auch in anspruchsvollen Situationen den Überblick. | Sie begeistern sich für Teamarbeit und tragen aktiv zu einem konstruktiven, lösungsorientierten Miteinander bei. | Sie haben Freude daran, komplexe technische Zusammenhänge schnell zu erfassen und in die Praxis umzusetzen.;Machine Learning Engineer;Nettoumsatz von annähernd 3,7 Milliarden Euro - ein starker Partner | Fast 17.000 Mitarbeiter weltweit - ein zuverlässiger Arbeitgeber | Wir übernehmen soziale und ökologische Verantwortung - ein nachhaltiger Partner | Kontinuierliche jährliche Investitionen von über 260 Millionen Euro - zukunftsorientiert | Über 8.900 Patente und Patentanmeldungen - innovativ und kreativ | Sie beraten unsere weltweiten Vertriebsstandorte kompetent in allen technischen Fragen zu unserer gesamten Produktpalette. | Sie unterstützen die Serviceabteilungen unserer Vertriebsgesellschaften über das Case Management Tool, telefonisch oder direkt vor Ort. | Sie übernehmen bei Bedarf kurzfristige und spannende Serviceeinsätze rund um den Globus. | Sie wirken aktiv an der Erstellung und Aktualisierung unserer Produkthandbücher mit. | Sie liefern wertvolles Feedback an Entwicklung und Marketing, um unsere Produkte kontinuierlich zu optimieren. | Sie arbeiten eng mit internen und externen Partnern zusammen, um technische Herausforderungen effizient zu lösen. Sie bringen einen Abschluss als Ingenieur*in oder Techniker*in Verfahrenstechnik, Maschinenbau, Mess- und Regeltechnik oder Elektrotechnik mit - oder verfügen über eine vergleichbare Qualifikation. | Sie verfügen über fundierte Berufspraxis und Felderfahrung in der industriellen Messtechnik, idealerweise in verfahrenstechnischen Anlagen. | Sie beherrschen Deutsch stilsicher in Wort und Schrift und kommunizieren ebenso souverän auf Englisch. | Sie arbeiten zuverlässig, selbständig und flexibel - und behalten auch in anspruchsvollen Situationen den Überblick. | Sie begeistern sich für Teamarbeit und tragen aktiv zu einem konstruktiven, lösungsorientierten Miteinander bei. | Sie haben Freude daran, komplexe technische Zusammenhänge schnell zu erfassen und in die Praxis umzusetzen.;3;Business / Communication
368;Cloud Support Engineer (all genders), 80 - 100%;BSI Business Systems Integration AG;Zürich;Du arbeitest dich in die BSI Produkte und deren Betrieb und Administration ein und bleibst mit der Weiterentwicklung des Produkts immer auf dem neuesten Stand. | Du bist erste Anlaufstelle für BSI-ler und BSI-lerinnen sowie unsere Partner. | Technische, betriebliche und fachliche Anfragen, Probleme und Vorfälle nimmst du über die Hotline oder das Ticketsystem entgegen und kümmerst dich um die abschliessende Lösung. | Mit deinem proaktiven Kommunikationsstil sorgst du dafür, dass alle im Bilde sind. | Du unterhältst die Dokumentationen und Knowhow Datenbank und leitest Feedback an die zuständigen Personen weiter. | Diese Aufgaben erledigst du mit Rückendeckung von unseren Entwicklungs- und Betriebsteams.;Du magst den Umgang mit Kunden, Partnern und BSI internen Ansprechpartnern und möchtest unsere innovativen Produkte nach aussen gut vertreten – hierfür bringst du Eigenverantwortung, Kreativität und Zuverlässigkeit mit. | Du verfügst über ausgezeichnete Kommunikationsfähigkeiten und die Fähigkeit, effektiv mit funktionsübergreifenden Teams zusammenzuarbeiten. | Du besitzt Erfahrung im technischen Support sowie in der Beratung anspruchsvoller Anwender*innen. | Abgeschlossene Ausbildung in Informatik oder höhere Aus- und Weiterbildung in Informatik | Auf Deutsch und/oder Englisch kommunizierst du fliessend. | Erfahrung in der Anwendung von Technologien wie Git, Terraform und Bash sind ein Vorteil, aber nicht zwingend notwendig.;Machine Learning Engineer;Du arbeitest dich in die BSI Produkte und deren Betrieb und Administration ein und bleibst mit der Weiterentwicklung des Produkts immer auf dem neuesten Stand. | Du bist erste Anlaufstelle für BSI-ler und BSI-lerinnen sowie unsere Partner. | Technische, betriebliche und fachliche Anfragen, Probleme und Vorfälle nimmst du über die Hotline oder das Ticketsystem entgegen und kümmerst dich um die abschliessende Lösung. | Mit deinem proaktiven Kommunikationsstil sorgst du dafür, dass alle im Bilde sind. | Du unterhältst die Dokumentationen und Knowhow Datenbank und leitest Feedback an die zuständigen Personen weiter. | Diese Aufgaben erledigst du mit Rückendeckung von unseren Entwicklungs- und Betriebsteams. Du magst den Umgang mit Kunden, Partnern und BSI internen Ansprechpartnern und möchtest unsere innovativen Produkte nach aussen gut vertreten – hierfür bringst du Eigenverantwortung, Kreativität und Zuverlässigkeit mit. | Du verfügst über ausgezeichnete Kommunikationsfähigkeiten und die Fähigkeit, effektiv mit funktionsübergreifenden Teams zusammenzuarbeiten. | Du besitzt Erfahrung im technischen Support sowie in der Beratung anspruchsvoller Anwender*innen. | Abgeschlossene Ausbildung in Informatik oder höhere Aus- und Weiterbildung in Informatik | Auf Deutsch und/oder Englisch kommunizierst du fliessend. | Erfahrung in der Anwendung von Technologien wie Git, Terraform und Bash sind ein Vorteil, aber nicht zwingend notwendig.;1;General Data Science
369;Machine Learning Engineer;Vitol SA;Geneva;Full-time;Being an energetic and enthusiastic member of a team uniquely positioned to bring the power of data to bear on the inner workings of the energy industry | Leading design, development, and deployment of machine learning systems, bringing their technical knowledge and experience into the team, and using this to create real solutions to real problems | Collaborating with cross-functional technology teams to gather requirements and ensure the solutions align with business objectives | Helping integrate the team’s solutions (including generative AI) into existing systems and platforms to provide seamless user experiences and scale adoption | Actively participating in code reviews, experiment design and tooling decisions to help drive the team’s velocity and quality | Helping build data and machine learning expertise within the business through knowledge sharing;Machine Learning Engineer;Full-time Being an energetic and enthusiastic member of a team uniquely positioned to bring the power of data to bear on the inner workings of the energy industry | Leading design, development, and deployment of machine learning systems, bringing their technical knowledge and experience into the team, and using this to create real solutions to real problems | Collaborating with cross-functional technology teams to gather requirements and ensure the solutions align with business objectives | Helping integrate the team’s solutions (including generative AI) into existing systems and platforms to provide seamless user experiences and scale adoption | Actively participating in code reviews, experiment design and tooling decisions to help drive the team’s velocity and quality | Helping build data and machine learning expertise within the business through knowledge sharing;1;General Data Science
371;Senior Data Engineer;ti&m AG;Zürich;Spannende und innovative Datenprojekte für unsere Kunden | Zusammen mit unseren Data – und Machine-Learning-Engineers entwickelst du komplexe Data-Processing-Pipelines in der Cloud oder on-Premise | Du übernimmst Verantwortung für datengetriebene Beratungsmandate | Du berätst unsere Kunden bei der Umsetzung von modernen Datenhaltunslösungen und bei der Technologiewahl | Du übernimmst inhaltliche Verantwortung für technologische Themenbereiche | Fortwährendes Lernen und stetige Weiterbildung sowie Einblicke in die verschiedenen Branchen unserer Kunden | Abwechslung und spannende Zusammenarbeit in internen Projektteams sowie vor Ort bei unseren Kunden;Abschluss an einer (Fach-)Hochschule im Bereich Informationstechnologie, Informatik, Wirtschaftsinformatik oder einem verwandten Gebiet | Mehr als 5 Jahre nachweisbare Erfahrung auf relevanten Projekten | Sehr gute Kenntnisse in SQL und Python | Grundwissen in der Arbeit mit Infrastructure as Code (IaC) und Automatisierungstools wie Terraform, Azure ARM, Azure DevOps und GitLab CI | Fundierte Kenntnisse in relevanten Technologien wie Spark, Hive, Apache Iceberg, Airflow, MageAI, Pandas, PySpark oder ähnlichen | Praktische Erfahrung und gute Kentnisse im Aufbau von Datalakes oder Data Lakhouses | Erfahrung im Bereich der Software-Entwicklung | Praktische Erfahrung mit ETL und ELT Prozessen | Erfahrung im Umgang mit Datentechnologien von einem der grossen Cloud-Anbieter;Machine Learning Engineer;Spannende und innovative Datenprojekte für unsere Kunden | Zusammen mit unseren Data – und Machine-Learning-Engineers entwickelst du komplexe Data-Processing-Pipelines in der Cloud oder on-Premise | Du übernimmst Verantwortung für datengetriebene Beratungsmandate | Du berätst unsere Kunden bei der Umsetzung von modernen Datenhaltunslösungen und bei der Technologiewahl | Du übernimmst inhaltliche Verantwortung für technologische Themenbereiche | Fortwährendes Lernen und stetige Weiterbildung sowie Einblicke in die verschiedenen Branchen unserer Kunden | Abwechslung und spannende Zusammenarbeit in internen Projektteams sowie vor Ort bei unseren Kunden Abschluss an einer (Fach-)Hochschule im Bereich Informationstechnologie, Informatik, Wirtschaftsinformatik oder einem verwandten Gebiet | Mehr als 5 Jahre nachweisbare Erfahrung auf relevanten Projekten | Sehr gute Kenntnisse in SQL und Python | Grundwissen in der Arbeit mit Infrastructure as Code (IaC) und Automatisierungstools wie Terraform, Azure ARM, Azure DevOps und GitLab CI | Fundierte Kenntnisse in relevanten Technologien wie Spark, Hive, Apache Iceberg, Airflow, MageAI, Pandas, PySpark oder ähnlichen | Praktische Erfahrung und gute Kentnisse im Aufbau von Datalakes oder Data Lakhouses | Erfahrung im Bereich der Software-Entwicklung | Praktische Erfahrung mit ETL und ELT Prozessen | Erfahrung im Umgang mit Datentechnologien von einem der grossen Cloud-Anbieter;2;Data Engineering / Architecture
373;Senior Machine Learning Engineer - LLM & AIOps (m/w/d);Rocken®;Zürich;Erfahrung in Entwicklung, Training und Bereitstellung von ML-Systemen in der Produktion | Kenntnisse in der Implementierung von LLM-/RAG-Systemen | Erfahrung im Kubernetes-Ökosystem (z. B. Helm, ArgoCD) | Interesse und Bereitschaft zur Arbeit mit agentenbasierten KI-Systemen | Erfahrung mit Open-Source-LLMs und Tools wie vLLM, llama.cpp oder open-webui | Verständnis oder Erfahrung mit parallelem/verteiltem Rechnen | Kenntnisse in UI-Frameworks (z. B. Streamlit, Svelte) für KI-Prototypen | Grundlegende SQL-Kenntnisse | Erfahrung mit Airflow;Mindestens 4 Jahre Erfahrung in der Entwicklung und Wartung von ML-Systemen (Promotion anrechenbar) | Sehr gute Python-Kenntnisse | Gute Kenntnisse im Umgang mit Linux | Erfahrung mit komplexen, rechnergestützten, wissenschaftlichen Modellen | Verständnis von AIOps, DevOps und den Anforderungen für produktive KI-Systeme | Sehr gute Deutschkenntnisse;Machine Learning Engineer;Erfahrung in Entwicklung, Training und Bereitstellung von ML-Systemen in der Produktion | Kenntnisse in der Implementierung von LLM-/RAG-Systemen | Erfahrung im Kubernetes-Ökosystem (z. B. Helm, ArgoCD) | Interesse und Bereitschaft zur Arbeit mit agentenbasierten KI-Systemen | Erfahrung mit Open-Source-LLMs und Tools wie vLLM, llama.cpp oder open-webui | Verständnis oder Erfahrung mit parallelem/verteiltem Rechnen | Kenntnisse in UI-Frameworks (z. B. Streamlit, Svelte) für KI-Prototypen | Grundlegende SQL-Kenntnisse | Erfahrung mit Airflow Mindestens 4 Jahre Erfahrung in der Entwicklung und Wartung von ML-Systemen (Promotion anrechenbar) | Sehr gute Python-Kenntnisse | Gute Kenntnisse im Umgang mit Linux | Erfahrung mit komplexen, rechnergestützten, wissenschaftlichen Modellen | Verständnis von AIOps, DevOps und den Anforderungen für produktive KI-Systeme | Sehr gute Deutschkenntnisse;0;Machine Learning / AI
374;Machine Learning Research Engineer;ETH Zürich;Oerlikon;Master’s degree or higher in Computer Science, Artificial Intelligence, or related field. | Proven experience in machine learning and neural network architectures. | Strong programming skills in Python and familiarity with PyTorch. | Experience with software development practices, including version control systems, debugging, testing, and deployment. | Excellent problem-solving abilities and strong analytical skills. | Ability to work effectively in a team as well as independently. | A stimulating academic environment at one of the world's leading technical universities | The opportunity to work with state-of-the-art supercomputing infrastructure and cutting-edge AI research | Collaboration with top researchers and engineers from ETH Zurich, EPFL, CSCS, and other Swiss institutions | Flexible working arrangements, including options for remote work | Professional development opportunities, including conference attendance and specialized training | The chance to contribute to open-source projects with global impact | Access to the broader Swiss academic ecosystem and industry partnerships | Being part of Switzerland's sovereign AI development, working on technology with national significance | CV/Resume | Cover letter explaining your interest and qualifications | Academic transcripts | Contact information for 2-3 references | Links to GitHub repositories or other examples of your programming work (if available);no skills found on this job ad;Machine Learning Engineer;Master’s degree or higher in Computer Science, Artificial Intelligence, or related field. | Proven experience in machine learning and neural network architectures. | Strong programming skills in Python and familiarity with PyTorch. | Experience with software development practices, including version control systems, debugging, testing, and deployment. | Excellent problem-solving abilities and strong analytical skills. | Ability to work effectively in a team as well as independently. | A stimulating academic environment at one of the world's leading technical universities | The opportunity to work with state-of-the-art supercomputing infrastructure and cutting-edge AI research | Collaboration with top researchers and engineers from ETH Zurich, EPFL, CSCS, and other Swiss institutions | Flexible working arrangements, including options for remote work | Professional development opportunities, including conference attendance and specialized training | The chance to contribute to open-source projects with global impact | Access to the broader Swiss academic ecosystem and industry partnerships | Being part of Switzerland's sovereign AI development, working on technology with national significance | CV/Resume | Cover letter explaining your interest and qualifications | Academic transcripts | Contact information for 2-3 references | Links to GitHub repositories or other examples of your programming work (if available) no skills found on this job ad;0;Machine Learning / AI
375;Data Architect;ti&m AG;Zürich;Spannende und innovative Datenprojekte für unsere Kunden | Ein breites Spektrum an Aufgaben: Zusammen mit unseren Data – und Machine-Learning-Engineers entwickelst du komplexe Data-Processing-Pipelines in der Cloud oder on-Premise | Projektverantwortung: Du übernimmst Verantwortung für datengetriebene Beratungsmandate | Kundennähe: Du berätst unsere Kunden bei der Umsetzung von modernen Datenhaltunslösungen und bei der Technologiewahl | Inhaltliche Verantwortung für technologische Themenbereiche | Fortwährendes Lernen und stetige Weiterbildung sowie Einblicke in die verschiedenen Branchen unserer Kunden | Abwechslung und spannende Zusammenarbeit in internen Projektteams sowie vor Ort bei unseren Kunden;Abschluss an einer (Fach-)Hochschule im Bereich Informationstechnologie, Informatik, Wirtschaftsinformatik oder einem verwandten Gebiet | Mehr als 8 Jahre nachweisbare praktische Erfahrung in relevanten Projekten | Sehr gute Kenntnisse in SQL und Python | Fundierte Kenntnisse in relevanten Technologien wie Spark, Hive, Apache Iceberg, Airflow, Pandas, PySpark oder ähnlichen | Praktische Erfahrung mit ETL und ELT | Sehr gute Kenntnisse über Datenmodelle, insbesondere Data Vault | Praktische Erfahrung und sehr gute Kenntnisse mit Data Lakes und Data Lakehouses | Ein fundiertes Verständnis für Software Engineering | Sicheres Auftreten und ausgezeichnete Kommunikationsfähigkeiten | Praktische Erfahrung mit Daten-Technologien der führenden Cloud-Anbieter;Machine Learning Engineer;Spannende und innovative Datenprojekte für unsere Kunden | Ein breites Spektrum an Aufgaben: Zusammen mit unseren Data – und Machine-Learning-Engineers entwickelst du komplexe Data-Processing-Pipelines in der Cloud oder on-Premise | Projektverantwortung: Du übernimmst Verantwortung für datengetriebene Beratungsmandate | Kundennähe: Du berätst unsere Kunden bei der Umsetzung von modernen Datenhaltunslösungen und bei der Technologiewahl | Inhaltliche Verantwortung für technologische Themenbereiche | Fortwährendes Lernen und stetige Weiterbildung sowie Einblicke in die verschiedenen Branchen unserer Kunden | Abwechslung und spannende Zusammenarbeit in internen Projektteams sowie vor Ort bei unseren Kunden Abschluss an einer (Fach-)Hochschule im Bereich Informationstechnologie, Informatik, Wirtschaftsinformatik oder einem verwandten Gebiet | Mehr als 8 Jahre nachweisbare praktische Erfahrung in relevanten Projekten | Sehr gute Kenntnisse in SQL und Python | Fundierte Kenntnisse in relevanten Technologien wie Spark, Hive, Apache Iceberg, Airflow, Pandas, PySpark oder ähnlichen | Praktische Erfahrung mit ETL und ELT | Sehr gute Kenntnisse über Datenmodelle, insbesondere Data Vault | Praktische Erfahrung und sehr gute Kenntnisse mit Data Lakes und Data Lakehouses | Ein fundiertes Verständnis für Software Engineering | Sicheres Auftreten und ausgezeichnete Kommunikationsfähigkeiten | Praktische Erfahrung mit Daten-Technologien der führenden Cloud-Anbieter;2;Data Engineering / Architecture
376;Data Architect - National Security;ti&m AG;Bern;Spannende und innovative Datenprojekte für unsere Kunden | Ein breites Spektrum an Aufgaben: Zusammen mit unseren Data – und Machine-Learning-Engineers entwickelst du komplexe Data-Processing-Pipelines in der Cloud oder on-Premise | Projektverantwortung: Du übernimmst Verantwortung für datengetriebene Beratungsmandate | Kundennähe: Du berätst unsere Kunden bei der Umsetzung von modernen Datenhaltunslösungen und bei der Technologiewahl | Inhaltliche Verantwortung für technologische Themenbereiche | Attraktive Weiterentwicklung – fachlich wie persönlich, ganz nach deinem Stil | Fortwährendes Lernen und stetige Weiterbildung sowie Einblicke in die verschiedenen Branchen unserer Kunden | Abwechslung und spannende Zusammenarbeit in internen Projektteams sowie vor Ort bei unseren Kunden;Abschluss an einer (Fach-)Hochschule im Bereich Informationstechnologie, Informatik, Wirtschaftsinformatik oder einem verwandten Gebiet | Mehr als 8 Jahre nachweisbare praktische Erfahrung in relevanten Projekten | Fundierte Kenntnisse in relevanten Technologien wie Spark, Hive, Apache Iceberg, Airflow, Pandas, PySpark oder ähnlichen | Praktische Erfahrung mit ETL und ELT | Sehr gute Kenntnisse über Datenmodelle, insbesondere Data Vault | Praktische Erfahrung und sehr gute Kenntnisse mit Data Lakes und Data Lakehouses | Ein fundiertes Verständnis für Software Engineering | Sicheres Auftreten und ausgezeichnete Kommunikationsfähigkeiten | Militärische Karriere als höherer Unteroffizier oder Offizier von Vorteil;Machine Learning Engineer;Spannende und innovative Datenprojekte für unsere Kunden | Ein breites Spektrum an Aufgaben: Zusammen mit unseren Data – und Machine-Learning-Engineers entwickelst du komplexe Data-Processing-Pipelines in der Cloud oder on-Premise | Projektverantwortung: Du übernimmst Verantwortung für datengetriebene Beratungsmandate | Kundennähe: Du berätst unsere Kunden bei der Umsetzung von modernen Datenhaltunslösungen und bei der Technologiewahl | Inhaltliche Verantwortung für technologische Themenbereiche | Attraktive Weiterentwicklung – fachlich wie persönlich, ganz nach deinem Stil | Fortwährendes Lernen und stetige Weiterbildung sowie Einblicke in die verschiedenen Branchen unserer Kunden | Abwechslung und spannende Zusammenarbeit in internen Projektteams sowie vor Ort bei unseren Kunden Abschluss an einer (Fach-)Hochschule im Bereich Informationstechnologie, Informatik, Wirtschaftsinformatik oder einem verwandten Gebiet | Mehr als 8 Jahre nachweisbare praktische Erfahrung in relevanten Projekten | Fundierte Kenntnisse in relevanten Technologien wie Spark, Hive, Apache Iceberg, Airflow, Pandas, PySpark oder ähnlichen | Praktische Erfahrung mit ETL und ELT | Sehr gute Kenntnisse über Datenmodelle, insbesondere Data Vault | Praktische Erfahrung und sehr gute Kenntnisse mit Data Lakes und Data Lakehouses | Ein fundiertes Verständnis für Software Engineering | Sicheres Auftreten und ausgezeichnete Kommunikationsfähigkeiten | Militärische Karriere als höherer Unteroffizier oder Offizier von Vorteil;2;Data Engineering / Architecture
381;Data Engineer (m/f/d);mimacom ag;Zürich;Aufbau skalierbarer Datenpipelines (ETL/ELT, Streaming) und semantischer BI-Schichten | Entwurf und Betrieb von Lakehouse-Architekturen | Entwicklung und Pflege von Dashboards und Analyseplattformen | Sicherstellung von Sicherheit, Skalierbarkeit und Überwachung unserer Dateninfrastruktur | Zusammenarbeit mit Experten aus den Bereichen Data Science, Machine Learning und Cloud Engineering;Erfahrung auf Senior-Level im Bereich Data Engineering & BI | Fundierte Kenntnisse mit Cloud-Plattformen (Databricks, AWS, Azure) | Praktische Erfahrung in Data Warehousing (Snowflake, Redshift, BigQuery) und Big Data-Technologien (Hadoop, Spark) | Kenntnisse in Python, R, SQL | Erfahrung mit ML-Frameworks (TensorFlow, PyTorch, Scikit-learn) | Vertrautheit mit IaC-Tools (Terraform, CloudFormation) sowie SQL- & NoSQL-Datenbanken | Sprachkenntnisse (mind. C1): Deutsch und Englisch | Universitätsabschluss in Informatik, Mathematik, Statistik, Wirtschaftsinformatik oder einem verwandten Fachgebiet;Machine Learning Engineer;Aufbau skalierbarer Datenpipelines (ETL/ELT, Streaming) und semantischer BI-Schichten | Entwurf und Betrieb von Lakehouse-Architekturen | Entwicklung und Pflege von Dashboards und Analyseplattformen | Sicherstellung von Sicherheit, Skalierbarkeit und Überwachung unserer Dateninfrastruktur | Zusammenarbeit mit Experten aus den Bereichen Data Science, Machine Learning und Cloud Engineering Erfahrung auf Senior-Level im Bereich Data Engineering & BI | Fundierte Kenntnisse mit Cloud-Plattformen (Databricks, AWS, Azure) | Praktische Erfahrung in Data Warehousing (Snowflake, Redshift, BigQuery) und Big Data-Technologien (Hadoop, Spark) | Kenntnisse in Python, R, SQL | Erfahrung mit ML-Frameworks (TensorFlow, PyTorch, Scikit-learn) | Vertrautheit mit IaC-Tools (Terraform, CloudFormation) sowie SQL- & NoSQL-Datenbanken | Sprachkenntnisse (mind. C1): Deutsch und Englisch | Universitätsabschluss in Informatik, Mathematik, Statistik, Wirtschaftsinformatik oder einem verwandten Fachgebiet;2;Data Engineering / Architecture
383;Cloud Platform Engineer (MLOps);SonarSource SA;Geneva;Collaborate with AI researchers and engineers to bridge the gap between research and production. | Manage research-friendly cloud environments that allow easy deployment and experimentation. | Deploy, manage, and monitor LLM/ML models in both cloud and on-premise environments, ensuring smooth integration into our research and production pipelines. | Support engineers in integrating ML models into production, ensuring a smooth handoff from research to product teams. | Automate ML workflows with CI/CD pipelines for model deployment and continuous integration. | Design and maintain flexible ML workflows to support rapid experimentation. | Enable fast iteration by setting up tools for model tracking, logging, and comparison (e.g., MLflow, DVC, Weights & Biases). | Optimize model inference for speed, efficiency, and scalability while balancing research flexibility. | Ensure AI models and experiments are reproducible by structuring model storage, versioning, and benchmarking practices.;Technical background with a university degree in Computer Science, software engineering or a related field. | Strong programming skills in Python. Proficiency in other languages such as Java is a plus. | Proficiency with DevOps/MLOps best practices, including CI/CD, version control (Git), docker and IaC. | Proficiency with AWS infrastructure, including EC2, S3, SageMaker and Bedrock. | Experience deploying ML models and LLMs in cloud environments and local environments. | Familiarity with distributed model training and model optimization. | Ability to build effective ML pipelines for research and development. | Experience with ML model lifecycle tools (e.g., MLflow, DVC, Weights & Biases). | Excellent problem-solving skills, with the ability to troubleshoot performance bottlenecks in ML pipelines. | Fluent in English, with the ability to communicate complex technical topics effectively.;Machine Learning Engineer;Collaborate with AI researchers and engineers to bridge the gap between research and production. | Manage research-friendly cloud environments that allow easy deployment and experimentation. | Deploy, manage, and monitor LLM/ML models in both cloud and on-premise environments, ensuring smooth integration into our research and production pipelines. | Support engineers in integrating ML models into production, ensuring a smooth handoff from research to product teams. | Automate ML workflows with CI/CD pipelines for model deployment and continuous integration. | Design and maintain flexible ML workflows to support rapid experimentation. | Enable fast iteration by setting up tools for model tracking, logging, and comparison (e.g., MLflow, DVC, Weights & Biases). | Optimize model inference for speed, efficiency, and scalability while balancing research flexibility. | Ensure AI models and experiments are reproducible by structuring model storage, versioning, and benchmarking practices. Technical background with a university degree in Computer Science, software engineering or a related field. | Strong programming skills in Python. Proficiency in other languages such as Java is a plus. | Proficiency with DevOps/MLOps best practices, including CI/CD, version control (Git), docker and IaC. | Proficiency with AWS infrastructure, including EC2, S3, SageMaker and Bedrock. | Experience deploying ML models and LLMs in cloud environments and local environments. | Familiarity with distributed model training and model optimization. | Ability to build effective ML pipelines for research and development. | Experience with ML model lifecycle tools (e.g., MLflow, DVC, Weights & Biases). | Excellent problem-solving skills, with the ability to troubleshoot performance bottlenecks in ML pipelines. | Fluent in English, with the ability to communicate complex technical topics effectively.;0;Machine Learning / AI
384;Bioinformatics Engineer (12 Month Contract);Sophia Genetics SA;Rolle;Koordination und Leitung der Aktivitäten der funktionsübergreifenden Pipeline-Integrations-Taskforce während jedes Release-Zyklus. Dies umfasst: | Durchführung der abschließenden Überprüfung der Data-Science-Entwicklungen | Genehmigung von Merge Requests und Stabilisierung von Branches | Testen des Pakets, das alle in SOPHiA DDM verfügbaren Pipelines enthält;Als primärer Ansprechpartner für die Data-Science-Abteilung fungieren und die Koordination sowie Kommunikation mit anderen am Release-Prozess beteiligten Abteilungen managen.;Machine Learning Engineer;Koordination und Leitung der Aktivitäten der funktionsübergreifenden Pipeline-Integrations-Taskforce während jedes Release-Zyklus. Dies umfasst: | Durchführung der abschließenden Überprüfung der Data-Science-Entwicklungen | Genehmigung von Merge Requests und Stabilisierung von Branches | Testen des Pakets, das alle in SOPHiA DDM verfügbaren Pipelines enthält Als primärer Ansprechpartner für die Data-Science-Abteilung fungieren und die Koordination sowie Kommunikation mit anderen am Release-Prozess beteiligten Abteilungen managen.;2;Data Engineering / Architecture
